Card Type Full Name,Issuing Bank,Card Number,Card Holder's Name,CVV/CVV2,Issue Date,Expiry Date,Billing Date,Card PIN,Credit Limit,Fraud
Visa,GE Capital,4.8192E+15,Ed U Rawls,237,Dec-12,Dec-29,2,9961,67600,0
Diners Club International,Diners Club,3.63768E+13,Sandra Y Wilcox,537,Apr-13,Apr-30,23,7556,155600,1
Japan Credit Bureau,JCB,3.58967E+15,Francesca Revis,392,Jul-13,Jul-26,18,8185,138600,0
Visa,Bank of America,4.99867E+15,Bonnie V Strickland,949,Mar-17,Mar-22,6,2927,196900,1
Visa,First National,4.69447E+15,Alia Silvey,920,Nov-11,Nov-22,8,8186,35900,0
American Express,American Express,3.49189E+14,Alex T Watson,9286,Dec-09,Dec-25,17,5831,180400,0
Japan Credit Bureau,JCB,3.56181E+15,Candelaria H Cavanaugh,697,Feb-08,Feb-12,1,7006,132800,1
Visa,Barclays,4.48487E+15,Connie B Gonzalez,872,Feb-08,Feb-28,3,8029,56800,0
American Express,American Express,3.46927E+14,Cathrine G Chaisson,439,Mar-15,Mar-25,15,685,25900,0
Master Card,U.S. Bancorp,5.18671E+15,Lisa U Petersen,274,May-17,May-35,9,7419,28000,0
Visa,Chase,4.87447E+15,Josefina T Scheer,400,Jun-16,Jun-21,28,7487,44100,0
Japan Credit Bureau,JCB,3.54654E+15,Fred Y Mcfadden,723,Dec-10,Dec-23,7,3347,106800,1
Japan Credit Bureau,JCB,3.55491E+15,Sean N Holman,836,Jul-16,Jul-19,11,6949,191900,0
Master Card,Bank of America,5.47691E+15,William V Kaufman,631,May-12,May-28,10,4468,150200,1
Japan Credit Bureau,JCB,3.58985E+15,Bridgette W Marchand,422,Jun-13,Jun-30,11,1313,145400,0
Visa,Citibank,4.96274E+15,Marjorie G Williamson,487,Jul-13,Jul-26,22,9451,157700,1
Japan Credit Bureau,JCB,3.53308E+15,Oliva U Bivins,983,Jul-07,Jul-12,22,8396,162900,1
Visa,PNC,4.43048E+15,Alfred Bradley,384,Feb-09,Feb-21,7,3353,103900,0
Master Card,Capital One,5.24358E+15,Marianna Rogan,476,Oct-08,Oct-27,19,7483,161800,0
Discover,Discover,6.01148E+15,Dana K Conner,460,Apr-11,Apr-14,4,4967,143100,0
Diners Club International,Diners Club,3.01801E+13,Shirleen Brumley,486,Sep-17,Sep-32,4,2272,150000,0
Master Card,Bank of America,5.18218E+15,Gordon T Peck,769,Sep-07,Sep-14,2,2959,170300,1
Master Card,Citibank,5.10544E+15,Reggie P Eagan,335,Feb-17,Feb-36,23,7468,117300,1
Japan Credit Bureau,JCB,3.57669E+15,Louise A Lang,949,Jan-14,Jan-29,11,1108,50900,0
American Express,American Express,3.72805E+14,Rheba Roberson,6970,Jan-15,Jan-19,23,8060,11200,0
Diners Club International,Diners Club,3.02071E+13,Lewis X David,92,Aug-17,Aug-23,28,5461,169500,0
Visa,GE Capital,4.08718E+15,Berry J Rocco,142,Dec-14,Dec-32,6,2865,87700,0
Diners Club International,Diners Club,3.63352E+13,Earl Shaffer,740,May-12,May-28,28,8708,92700,0
Discover,Discover,6.0113E+15,Tyler W Hanley,977,Aug-11,Aug-20,25,6386,74000,0
Japan Credit Bureau,JCB,3.55454E+15,Steve G Roman,259,Nov-12,Nov-28,8,9607,34100,0
Japan Credit Bureau,JCB,3.57193E+15,Suzie H Lussier,945,Oct-16,Oct-19,3,5555,192300,1
Discover,Discover,6.22455E+15,Antonio Jensen,529,Jul-14,Jul-24,28,7750,160400,1
Japan Credit Bureau,JCB,3.55076E+15,Abbie C Fulks,462,Jun-16,Jun-36,26,423,104600,0
Master Card,Chase,5.27788E+15,Ernest Small,410,Jul-12,Jul-13,12,6500,49600,0
Diners Club International,Diners Club,3.09488E+13,Yi R Sanborn,109,Jan-12,Jan-21,8,357,62000,0
Japan Credit Bureau,JCB,3.57805E+15,Denise W Curry,291,Mar-14,Mar-30,2,9400,90200,0
Diners Club International,Diners Club,3.0997E+13,Tama R Fassett,176,Jan-10,Jan-23,10,9803,35700,0
American Express,American Express,3.77168E+14,Bruce Wolf,4095,Feb-13,Feb-30,12,7875,192000,1
Master Card,Chase,5.30578E+15,Erik K Gatlin,661,Jul-12,Jul-13,17,188,65700,0
Japan Credit Bureau,JCB,3.56763E+15,Francisco P Hardy,2,May-17,May-36,5,535,164800,0
Discover,Discover,6.50057E+15,Quentin Williford,648,Feb-10,Feb-15,24,7015,171500,0
Discover,Discover,6.22758E+15,Gail W Miller,961,Oct-16,Oct-22,16,6886,83000,0
American Express,USAA,3.45561E+14,Mauricio Y Whitener,6356,Jul-17,Jul-37,12,3715,114100,0
Diners Club International,Diners Club,3.64568E+13,Hector T Frazier,999,Jul-10,Jul-30,9,778,142300,1
Visa,Capital One,4.14419E+15,Cristobal U Rutan,813,Dec-11,Dec-21,3,6318,109700,1
Visa,Chase,4.23547E+15,Tiffany Howe,137,Aug-07,Aug-14,7,1382,134400,1
Master Card,Bank of America,5.19783E+15,Robby W Reams,492,May-11,May-30,17,5513,29900,0
Master Card,Chase,5.17606E+15,Stephanie M Hoover,931,May-14,May-28,13,2026,42700,0
Diners Club International,Diners Club,3.03603E+13,Anisha L Jeffery,744,Nov-13,Nov-30,17,5144,181500,0
Master Card,USAA,5.11402E+15,Danny Randolph,515,Sep-09,Sep-12,1,9691,76700,0
Diners Club International,Diners Club,3.04094E+13,Jude Q Chamness,690,Jun-10,Jun-11,11,8723,157600,0
Japan Credit Bureau,JCB,3.53578E+15,Dean X Romero,162,Jan-08,Jan-18,26,484,33000,0
Master Card,Chase,5.40557E+15,Douglas P Stetson,580,Oct-15,Oct-21,3,8006,88700,0
Master Card,GE Capital,5.18313E+15,Jessica I Morrow,747,Feb-14,Feb-28,6,8901,198700,1
Master Card,GE Capital,5.31643E+15,Myron H Colombo,700,Sep-13,Sep-17,28,206,118600,0
Master Card,Bank of America,5.12225E+15,Roger U Schneider,868,Nov-16,Nov-17,22,1193,167700,0
Japan Credit Bureau,JCB,3.56188E+15,Angel P Modlin,859,Feb-10,Feb-27,23,2902,59100,0
Visa,Chase,4.35352E+15,Rita M Molina,734,Dec-10,Dec-11,11,5642,161500,0
Japan Credit Bureau,JCB,3.58572E+15,Major B Paynter,818,Jan-10,Jan-13,22,8200,85300,0
American Express,American Express,3.75531E+14,Allen E Merritt,5146,Nov-16,Nov-33,21,5065,179000,0
Discover,Discover,6.01137E+15,Lucius B Cramer,209,Feb-09,Feb-29,8,223,148300,1
Master Card,Citibank,5.11422E+15,Irene L Henderson,892,Dec-13,Dec-18,8,9364,142800,0
American Express,American Express,3.45906E+14,Mitchell R Pascoe,6004,Jan-09,Jan-22,17,2476,12200,0
Discover,Discover,6.51028E+15,Nancy W Gallagher,317,Sep-16,Sep-33,2,8412,72800,0
American Express,American Express,3.71459E+14,Bertram K Hartnett,2202,Jan-11,Jan-24,6,4160,159700,0
Diners Club International,Diners Club,3.98296E+13,Eugene R Sweeney,720,Oct-16,Oct-18,27,8122,126500,0
Japan Credit Bureau,JCB,3.56575E+15,Anja Y Hefner,10,Apr-13,Apr-33,10,6994,54400,0
Visa,Barclays,4.27539E+15,Gail L Stanton,850,Mar-13,Mar-30,25,4977,13800,0
Discover,Discover,6.01127E+15,Maggie Leister,461,Jan-17,Jan-35,24,6607,182100,1
Japan Credit Bureau,JCB,3.55435E+15,Harold D Vaughan,755,Jan-13,Jan-29,4,6856,191200,1
Japan Credit Bureau,JCB,3.53804E+15,Marcel D Joplin,267,Apr-08,Apr-16,23,5061,83400,0
Japan Credit Bureau,JCB,3.53464E+15,Gregory Z Cunningham,14,Jun-13,Jun-27,19,465,66300,0
Discover,Discover,6.01186E+15,Monika R Mickens,959,Jan-17,Jan-29,6,3572,33900,0
Diners Club International,Diners Club,3.9764E+13,David H William,790,Jul-09,Jul-26,28,8172,84800,0
Visa,Chase,4.3352E+15,Thi N Westphal,948,May-17,May-21,19,6986,11100,0
American Express,American Express,3.73037E+14,Suzanne Bender,7857,Oct-13,Oct-32,3,9578,173900,1
American Express,American Express,3.73582E+14,Berna Ruch,5222,Nov-14,Nov-30,28,4078,86600,0
Diners Club International,Diners Club,3.0329E+13,Rebecca D Chen,835,Mar-16,Mar-22,23,5622,178900,1
Master Card,USAA,5.16677E+15,Joanna U Cowden,265,Mar-11,Mar-29,28,233,160900,1
Japan Credit Bureau,JCB,3.57822E+15,Megan Holloway,156,Oct-08,Oct-22,26,5541,186000,0
Japan Credit Bureau,JCB,3.58487E+15,David B Keim,505,Jul-12,Jul-23,10,1572,43100,0
Master Card,Citibank,5.15221E+15,Rachel B Barber,91,Mar-15,Mar-23,11,9488,187900,1
Master Card,Bank of America,5.11885E+15,Stacee N Schaller,709,Mar-11,Mar-25,18,2085,166000,1
Diners Club International,Diners Club,3.01464E+13,Ray F Hoover,153,May-09,May-24,11,2136,122500,1
American Express,American Express,3.45954E+14,Loyd Doody,789,Mar-14,Mar-32,7,7834,46300,0
Diners Club International,Diners Club,3.86959E+13,Kelly X Snow,872,Jul-12,Jul-15,5,5061,27600,0
Discover,Discover,6.01192E+15,Mary Q Storms,519,Mar-12,Mar-30,3,4793,195600,1
Diners Club International,Diners Club,3.04915E+13,Anne Houston,862,May-10,May-27,17,8234,104700,0
Japan Credit Bureau,JCB,3.55131E+15,Lonny C Mock,7,Jan-14,Jan-20,23,9377,123700,1
Discover,Discover,6.2234E+15,Emily I Rojas,649,Jan-13,Jan-19,3,3423,150800,1
Visa,PNC,4.28221E+15,Gale Shuman,945,Nov-08,Nov-13,22,3235,138700,1
Visa,Bank of America,4.12797E+15,Peter Wells,60,Mar-08,Mar-16,12,4824,145500,0
Visa,Chase,4.03288E+15,Lizbeth C Madson,904,Feb-14,Feb-34,1,6358,58900,0
Master Card,Bank of America,5.12509E+15,Francisco G Bauer,759,Feb-15,Feb-30,11,4728,29700,0
Master Card,Chase,5.22266E+15,Leo U Halliburton,727,Jun-09,Jun-21,2,5073,164900,1
Diners Club International,Diners Club,3.05085E+13,Manuel Barton,23,Nov-10,Nov-18,12,4545,175200,1
Master Card,Chase,5.489E+15,Joesph B Long,731,Mar-12,Mar-13,25,3983,72800,0
American Express,American Express,3.71049E+14,Adam R Dudley,6043,Nov-15,Nov-30,20,3985,107100,1
Diners Club International,Diners Club,3.8169E+13,Jenette G Ortega,614,Jan-10,Jan-28,1,3409,193100,0
Diners Club International,Diners Club,3.03073E+13,Billy Avery,740,Jun-09,Jun-15,4,3720,116200,0
Diners Club International,Diners Club,3.00941E+13,Claudia E Beale,819,Jan-17,Jan-19,6,6412,29700,0
Discover,Discover,6.45944E+15,Barry Walter,656,May-17,May-37,14,9336,183900,0
Visa,Chase,4.28227E+15,Chance Hysell,515,Sep-07,Sep-13,7,1939,167900,1
Discover,Discover,6.01107E+15,Dennis N Salinas,814,Jan-16,Jan-29,17,6882,194800,0
Master Card,Chase,5.31378E+15,Emilio K Josephson,355,Aug-07,Aug-26,15,3169,23000,0
American Express,American Express,3.4135E+14,Barry Allen,9186,Jul-17,Jul-22,22,2840,134400,0
Diners Club International,Diners Club,3.04471E+13,Malcolm R Jaworski,527,Nov-11,Nov-23,27,2613,192500,1
Diners Club International,Diners Club,3.02096E+13,Ellen X Vargas,797,Dec-12,Dec-21,3,3810,160000,1
Discover,Discover,6.22769E+15,Chana N Fullerton,76,Apr-12,Apr-31,14,8041,57100,0
Discover,Discover,6.01163E+15,Sheila Howard,17,Jul-13,Jul-31,25,3752,99700,0
Diners Club International,Diners Club,3.05027E+13,Virgina T Riordan,856,Jul-11,Jul-28,6,5786,140600,0
Japan Credit Bureau,JCB,3.57929E+15,Emily Q Zamora,360,Aug-16,Aug-20,6,9058,70800,0
American Express,U.S. Bancorp,3.4739E+14,Kelley S Birdwell,623,Jan-07,Jan-21,25,493,157500,1
Japan Credit Bureau,JCB,3.55686E+15,Melissa M George,31,Aug-16,Aug-18,17,4308,158200,1
Japan Credit Bureau,JCB,3.5305E+15,Steffanie J Grabowski,884,Dec-16,Dec-26,15,2881,74200,0
Visa,Chase,4.28113E+15,Donna U Christensen,855,Jul-08,Jul-27,3,3986,179900,1
Master Card,Capital One,5.42789E+15,Willis R Aragon,142,Mar-10,Mar-19,27,9569,147700,0
American Express,American Express,3.43766E+14,Judy Hopkins,6343,Jul-16,Jul-34,19,8001,43100,0
Discover,Discover,6.01103E+15,Eleonora Q Esparza,368,Feb-13,Feb-19,23,1540,140500,0
Diners Club International,Diners Club,3.09044E+13,Willie R Wilcox,268,Mar-17,Mar-28,25,1293,105500,0
Discover,Discover,6.01189E+15,Aide V Melo,799,May-07,May-25,19,298,44600,0
Diners Club International,Diners Club,3.02157E+13,Roy N Forbes,400,Dec-16,Dec-32,10,367,48200,0
Japan Credit Bureau,JCB,3.56818E+15,Chi F Breault,409,Mar-13,Mar-28,11,3282,134900,1
Master Card,Citibank,5.14822E+15,Francisco U Salazar,393,Jun-14,Jun-25,18,2046,140900,1
Master Card,Bank of America,5.177E+15,Evelyn Christopherso,961,Nov-12,Nov-17,17,2603,120700,1
American Express,American Express,3.75224E+14,Charlotte D Garner,8258,Oct-14,Oct-23,10,2263,80900,0
Diners Club International,Diners Club,3.83047E+13,Kathryn X Ngo,18,Jun-16,Jun-18,4,3660,62100,0
Discover,Discover,6.01176E+15,Tony J Erickson,402,Oct-07,Oct-20,4,5212,140800,0
Master Card,GE Capital,5.15013E+15,Catarina C Leon,528,Jun-09,Jun-20,22,2705,63400,0
Diners Club International,Diners Club,3.04599E+13,Elizabeth D Foster,170,Oct-11,Oct-25,27,5651,92400,0
Japan Credit Bureau,JCB,3.54538E+15,Manuel B Mandeville,4,Mar-08,Mar-23,12,4915,175300,0
Discover,Discover,6.01195E+15,June A Ballard,444,Feb-14,Feb-18,12,9693,165700,0
Discover,Discover,6.01105E+15,Addie Stamp,994,Dec-09,Dec-12,24,7030,83400,0
Visa,First National,4.44636E+15,Ryan Anderson,825,May-10,May-22,9,1876,176100,1
Discover,Discover,6.01198E+15,Emelda V Fowler,480,Feb-08,Feb-26,18,1134,111400,0
Master Card,Capital One,5.23741E+15,Billy B Odonnell,149,Nov-14,Nov-19,28,8849,33600,0
Discover,Discover,6.01145E+15,Florencia S Alderete,629,May-15,May-28,20,8617,168400,1
Diners Club International,Diners Club,3.89878E+13,Lynn Glass,185,Sep-10,Sep-16,9,2451,142500,1
Discover,Discover,6.01181E+15,Billie R Blazer,295,Oct-14,Oct-27,12,5908,165400,1
Master Card,Chase,5.17478E+15,Jeff Skinner,178,Apr-09,Apr-18,24,7537,59200,0
Diners Club International,Diners Club,3.0957E+13,Rudolph E Thai,466,Jun-11,Jun-26,28,6020,146200,0
Diners Club International,Diners Club,3.00611E+13,Ellen Kane,965,Mar-15,Mar-21,6,2333,92800,0
American Express,American Express,3.73214E+14,Philip Safford,511,Jul-13,Jul-31,24,2484,141000,1
American Express,Bank of America,3.76004E+14,Melvin E Franks,3020,Jun-14,Jun-26,10,1640,130600,0
Master Card,Capital One,5.21583E+15,Clarinda Steen,837,Jan-10,Jan-24,4,4719,174400,1
Visa,Cabelas WFB,4.63908E+15,Janet L Melton,408,Nov-15,Nov-34,26,5711,88700,0
Visa,Capital One,4.70803E+15,Thomas Lamothe,132,Jun-08,Jun-09,7,6424,149500,0
American Express,American Express,3.49153E+14,Monica O Weiss,3900,Oct-08,Oct-28,15,97,163600,0
Japan Credit Bureau,JCB,3.56792E+15,Betsy E Bingaman,284,Sep-12,Sep-26,18,1023,137400,0
Discover,Discover,6.0115E+15,Wesley W Roman,621,Jun-13,Jun-16,14,4283,61000,0
American Express,Bank of America,3.44227E+14,Christopher X Blades,8320,Sep-16,Sep-23,23,761,125600,0
Discover,Discover,6.01106E+15,Matthew G Mcgowan,921,Mar-12,Mar-26,18,9432,33300,0
American Express,American Express,3.75495E+14,Roseline V Rathbone,8241,Oct-14,Oct-15,10,8477,41700,0
Diners Club International,Diners Club,3.09231E+13,Gregory D Bartlett,877,Jul-10,Jul-15,12,8036,144900,1
Discover,Discover,6.01126E+15,Halina X Lavine,180,Nov-07,Nov-13,20,3654,151200,0
American Express,American Express,3.4976E+14,Dennis L Knowles,7147,Jan-15,Jan-18,23,793,123500,1
Master Card,USAA,5.221E+15,Elroy M Slaton,72,Apr-10,Apr-21,11,6770,78100,0
Master Card,GE Capital,5.43188E+15,Jerome C Boone,77,Jun-15,Jun-27,28,8531,112300,1
Japan Credit Bureau,JCB,3.546E+15,Angelyn W Talbot,306,May-17,May-20,15,8547,66300,0
Discover,Discover,6.01199E+15,Marjorie F Estes,628,Jan-15,Jan-16,6,9475,23100,0
American Express,American Express,3.7447E+14,Kimberli C Arnett,709,Aug-17,Aug-28,23,3138,161400,1
Diners Club International,Diners Club,3.00987E+13,Vivian N Richardson,757,Jul-14,Jul-26,27,4683,183400,1
Visa,Chase,4.14697E+15,Hans P Hoffmann,559,Jul-12,Jul-14,22,6823,78000,0
Visa,Barclays,4.28737E+15,Norma S Nelson,237,Jun-12,Jun-21,6,6956,120800,1
American Express,American Express,3.70436E+14,Dannette M Alanis,3585,Feb-09,Feb-26,5,6274,87700,0
American Express,U.S. Bancorp,3.79773E+14,Joann X Slater,7108,Aug-09,Aug-25,10,1041,173800,0
Japan Credit Bureau,JCB,3.52945E+15,Chadwick Cushing,629,Dec-11,Dec-15,18,2958,86100,0
Japan Credit Bureau,JCB,3.58003E+15,Mark A Gilliam,371,Aug-16,Aug-17,24,5427,16300,0
Japan Credit Bureau,JCB,3.58295E+15,Jani Q Carley,172,Dec-10,Dec-11,18,2730,119700,0
Japan Credit Bureau,JCB,3.54531E+15,Travis E Moon,28,Feb-10,Feb-22,22,8568,20300,0
American Express,American Express,3.42744E+14,Colby Y Birdsall,3753,Jan-09,Jan-29,5,2184,197000,1
American Express,American Express,3.46897E+14,Timothy D Robinson,1833,Nov-09,Nov-28,25,4821,19800,0
Master Card,Barclays,5.40229E+15,Hank Leith,260,Jun-10,Jun-30,24,5829,98300,0
Visa,GE Capital,4.82555E+15,Ruth P Miller,222,Jul-17,Jul-32,16,7928,164000,0
Japan Credit Bureau,JCB,3.58155E+15,Aida L Villasenor,667,Sep-14,Sep-15,18,639,144500,1
Visa,Chase,4.99464E+15,Darlene V Mcfadden,366,Jan-12,Jan-20,10,2350,38800,0
Diners Club International,Diners Club,3.0954E+13,Dick S Norris,416,Feb-14,Feb-30,28,7063,123400,0
Japan Credit Bureau,JCB,3.58671E+15,Clarence V Matthews,76,Dec-10,Dec-23,20,5262,80300,0
Master Card,Citibank,5.34388E+15,Dorian Z Slayton,384,Aug-15,Aug-33,27,8025,89000,0
Japan Credit Bureau,JCB,3.54694E+15,Arthur S Yates,811,Mar-13,Mar-32,8,4530,32200,0
Discover,Discover,6.45995E+15,Lexie F Roll,525,Dec-16,Dec-28,19,9,140100,1
Master Card,Capital One,5.46049E+15,Mildred M Salinas,912,Dec-07,Dec-09,12,470,87400,0
Visa,Chase,4.63969E+15,Ronna K Mohan,335,Apr-10,Apr-15,19,2767,133000,1
Discover,Discover,6.01108E+15,Roger Rivers,356,Dec-15,Dec-30,26,1715,131800,0
Master Card,GE Capital,5.4812E+15,Shayna Z Hudgins,851,Sep-15,Sep-35,21,6728,144700,1
Diners Club International,Diners Club,3.63573E+13,Gordon D Russo,966,Oct-16,Oct-24,18,7993,161600,0
American Express,American Express,3.76703E+14,Kary K Antonio,8226,Nov-07,Nov-15,27,9663,74700,0
Diners Club International,Diners Club,3.09805E+13,Andrew W Avila,884,Jan-15,Jan-21,16,5129,51800,0
Japan Credit Bureau,JCB,3.56534E+15,Miss Trahan,966,Jun-16,Jun-32,21,6672,56100,0
American Express,American Express,3.4567E+14,Katie I Wagner,882,Aug-15,Aug-24,1,95,129800,0
Visa,Chase,4.78026E+15,Wilda S Holmes,310,Jul-13,Jul-32,25,49,159700,0
American Express,American Express,3.41967E+14,Samantha Alvarez,8721,May-10,May-12,19,6397,65700,0
Japan Credit Bureau,JCB,3.53351E+15,Michele D Porterfield,781,Jan-15,Jan-22,27,8096,16300,0
Visa,Chase,4.75439E+15,Melanie A Hurley,338,Mar-16,Mar-22,2,2643,100800,0
American Express,American Express,3.72724E+14,Josphine Caesar,4007,Jan-17,Jan-29,5,4446,168600,1
Master Card,USAA,5.46864E+15,Beverly O Curtis,769,Aug-17,Aug-18,1,9574,130000,1
Diners Club International,Diners Club,3.94625E+13,Susana C Wyant,997,Jun-16,Jun-18,16,1955,167500,1
Diners Club International,Diners Club,3.01983E+13,Carmen Summers,798,Aug-09,Aug-26,11,3391,182800,0
Diners Club International,Diners Club,3.01383E+13,Randolph R Doe,617,Jun-15,Jun-23,24,7724,74200,0
American Express,American Express,3.41781E+14,Eleanor Z Mann,5959,Feb-10,Feb-19,8,5679,196400,1
Japan Credit Bureau,JCB,3.58158E+15,Dusty X Saad,109,Dec-07,Dec-16,6,8321,96600,0
Japan Credit Bureau,JCB,3.58468E+15,Danielle I Terrell,27,Sep-17,Sep-37,15,2755,58600,0
Discover,Discover,6.01155E+15,Petronila Y Pires,946,Jun-13,Jun-19,12,6754,174400,0
Japan Credit Bureau,JCB,3.55567E+15,Wanda V Blanchard,165,Jan-16,Jan-34,20,9725,190500,1
Visa,Chase,4.78303E+15,Jack T Wofford,483,Mar-15,Mar-28,16,5278,38300,0
Diners Club International,Diners Club,3.05903E+13,David Y Haley,221,Feb-16,Feb-26,21,7100,129300,1
Diners Club International,Diners Club,3.04331E+13,Lionel L Cowell,485,Mar-16,Mar-26,6,565,133200,1
Visa,Bank of America,4.16399E+15,Clara Y Zamora,995,Feb-07,Feb-08,8,250,39000,0
Japan Credit Bureau,JCB,3.57079E+15,Lakesha H Serna,158,Nov-10,Nov-18,10,337,34100,0
Visa,Chase,4.6108E+15,Ronald Gaines,899,Oct-16,Oct-35,5,4522,43900,0
Master Card,Citibank,5.3068E+15,Yong I Fell,657,Apr-08,Apr-21,24,2999,160000,1
Discover,Discover,6.01154E+15,Joyce S Horn,909,Mar-16,Mar-30,24,1348,124100,1
Japan Credit Bureau,JCB,3.57711E+15,Britta C Nielsen,191,Dec-08,Dec-26,15,4339,90500,0
Master Card,Barclays,5.25628E+15,Jesus O Osborn,591,Apr-17,Apr-18,7,3124,128100,1
Master Card,Capital One,5.3967E+15,Mac Collett,213,Apr-16,Apr-17,4,7871,144900,1
Diners Club International,Diners Club,3.02148E+13,Ann Vincent,783,Apr-15,Apr-17,21,7203,74200,0
American Express,American Express,3.4889E+14,Socorro Bojorquez,1378,Oct-12,Oct-16,22,7861,193100,0
Diners Club International,Diners Club,3.04137E+13,Susan W Fisher,215,Sep-15,Sep-33,7,1799,199300,1
Diners Club International,Diners Club,3.05598E+13,Kirby U Dearing,972,Dec-08,Dec-23,7,6622,172800,0
Visa,Citibank,4.38298E+15,Tim Delaney,3,Aug-07,Aug-24,11,9116,74200,0
Visa,Chase,4.76225E+15,Serina I Carson,490,Aug-17,Aug-33,4,122,179300,0
American Express,American Express,3.49022E+14,April C Mcneil,2591,Sep-09,Sep-12,9,3516,139400,1
American Express,American Express,3.79571E+14,Frank Eldredge,2223,Apr-15,Apr-26,23,8476,134300,1
Visa,Bank of America,4.60608E+15,Elaine J Sweet,558,Aug-14,Aug-19,16,5040,131900,0
Japan Credit Bureau,JCB,3.55714E+15,Minta Henshaw,132,Jun-17,Jun-24,1,389,37900,0
Discover,Discover,6.01125E+15,Howard Baldwin,376,Jul-07,Jul-15,14,1094,135800,0
Discover,Discover,6.01198E+15,Frances C Blanton,148,May-16,May-32,22,3097,144200,0
Discover,Discover,6.01179E+15,Leroy Q Hess,426,Nov-11,Nov-30,13,1609,151700,0
Japan Credit Bureau,JCB,3.56664E+15,Teodoro E Kester,245,Jan-15,Jan-29,13,1887,67300,0
Master Card,Bank of America,5.4744E+15,Todd E Preston,762,Oct-17,Oct-37,6,5489,19100,0
Diners Club International,Diners Club,3.05063E+13,Cliff L Mikesell,177,Jan-09,Jan-21,27,5745,57900,0
Japan Credit Bureau,JCB,3.54358E+15,Ray B Bass,413,Dec-15,Dec-34,7,8669,57000,0
Japan Credit Bureau,JCB,3.55371E+15,Margareta U Hooker,800,Nov-17,Nov-22,11,8200,129000,0
Master Card,Capital One,5.43121E+15,Floyd Z Booth,983,Jun-12,Jun-14,23,6572,168500,1
Visa,PNC,4.38218E+15,Renetta L Vallee,914,Oct-09,Oct-10,9,4930,174800,0
Discover,Discover,6.01141E+15,Jay O Aguirre,182,Dec-11,Dec-17,26,6311,149300,0
Japan Credit Bureau,JCB,3.5525E+15,Corine Marceau,583,Jan-14,Jan-24,14,2180,90700,0
Japan Credit Bureau,JCB,3.57956E+15,Joe G Knox,885,Apr-17,Apr-32,15,6412,184600,1
Discover,Discover,6.44127E+15,Morgan T Calfee,248,Jun-17,Jun-22,6,2573,89300,0
Japan Credit Bureau,JCB,3.55685E+15,Beverly I Palmer,587,Jun-10,Jun-11,5,4402,184600,1
Discover,Discover,6.01184E+15,Renata M Pitzer,983,Nov-11,Nov-28,4,7354,126500,1
Discover,Discover,6.01198E+15,Kelly S Ramos,413,May-10,May-21,18,5054,80500,0
Discover,Discover,6.01107E+15,Kendall Y Reedy,519,Apr-15,Apr-34,28,6656,59500,0
Master Card,Chase,5.17214E+15,Anne Weiss,153,Nov-09,Nov-14,22,4614,17600,0
Visa,Barclays,4.96003E+15,Everett E Bolding,382,Oct-08,Oct-17,16,1826,113400,0
American Express,USAA,3.4237E+14,Yvonne I Francis,6362,Feb-17,Feb-21,21,8808,189100,0
Visa,Chase,4.86001E+15,Dexter Franco,49,Jan-12,Jan-28,23,6386,143500,1
Japan Credit Bureau,JCB,3.54712E+15,Jay Franco,842,Nov-08,Nov-15,3,4959,104000,0
Japan Credit Bureau,JCB,3.57748E+15,Ellis Lam,432,Sep-09,Sep-27,9,4690,26600,0
